relative_path,category,word_arabic,word_arabic_stripped,variant,signer_id,handedness,sign_type
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَعْلِيمٌ (إِشَارَة 1).mp4,Diverse,تَعْلِيمٌ,تعليم,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَفَاهَمَ.mp4,Diverse,تَفَاهَمَ,تفاهم,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَقَاعُد (إِشَارَة 1).mp4,Diverse,تَقَاعُد,تقاعد,1,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَقَدَّمَ.mp4,Diverse,تَقَدَّمَ,تقدم,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَقَيَّأَ.mp4,Diverse,تَقَيَّأَ,تقيأ,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَقْرِيبًا.mp4,Diverse,تَقْرِيبًا,تقريبا,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَكَلَّمَ.mp4,Diverse,تَكَلَّمَ,تكلم,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَكْوِينٌ.mp4,Diverse,تَكْوِينٌ,تكوين,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَلٌّ.mp4,Diverse,تَلٌّ,تل,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَلْخِيصٌ (إِشَارَة 1).mp4,Diverse,تَلْخِيصٌ,تلخيص,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَلْخِيصٌ (إِشَارَة 2).mp4,Diverse,تَلْخِيصٌ,تلخيص,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَلْقِيحٌ.mp4,Diverse,تَلْقِيحٌ,تلقيح,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَمْرِينٌ (إِشَارَة 1).mp4,Diverse,تَمْرِينٌ,تمرين,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَمْرِينٌ (إِشَارَة 2).mp4,Diverse,تَمْرِينٌ,تمرين,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَنُّورَة (إِشَارَة 1).mp4,Diverse,تَنُّورَة,تنورة,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَنْظِيفُ (الْبَيْتِ).mp4,Diverse,تَنْظِيفُ (الْبَيْتِ),تنظيف (البيت),,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوَابِل.mp4,Diverse,تَوَابِل,توابل,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوَحُّد (إِشَارَة 1).mp4,Diverse,تَوَحُّد,توحد,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوَسَّطَ (إِشَارَة 1).mp4,Diverse,تَوَسَّطَ,توسط,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوْأَمٌ (إِشَارَة 1).mp4,Diverse,تَوْأَمٌ,توأم,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوْقِيعٌ.mp4,Diverse,تَوْقِيعٌ,توقيع,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُرَابٌ.mp4,Diverse,تُرَابٌ,تراب,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُرْكْيَا.mp4,Diverse,تُرْكْيَا,تركيا,,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُفَّاحَةٌ.mp4,Diverse,تُفَّاحَةٌ,تفاحة,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُونُسُ.mp4,Diverse,تُونُسُ,تونس,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُوُفِّيَ (إِشَارَة 1).mp4,Diverse,تُوُفِّيَ,توفي,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِطْوَان.mp4,Diverse,تِطْوَان,تطوان,,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِلْفَازٌ.mp4,Diverse,تِلْفَازٌ,تلفاز,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِلْفَازُ بْلَازْمَا.mp4,Diverse,تِلْفَازُ بْلَازْمَا,تلفاز بلازما,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِلْمِيذٌ (إِشَارَة 1).mp4,Diverse,تِلْمِيذٌ,تلميذ,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِلْمِيذٌ (إِشَارَة 2).mp4,Diverse,تِلْمِيذٌ,تلميذ,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِمْسَاحٌ.mp4,Diverse,تِمْسَاحٌ,تمساح,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ث (إِشَارَة 1).mp4,Diverse,ث,ث,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ث (إِشَارَة 2).mp4,Diverse,ث,ث,2,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَانٍ.mp4,Diverse,ثَانٍ,ثان,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَرْثَارٌ.mp4,Diverse,ثَرْثَارٌ,ثرثار,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَعْلَبٌ (إِشَارَة 1).mp4,Diverse,ثَعْلَبٌ,ثعلب,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَقَافَةٌ.mp4,Diverse,ثَقَافَةٌ,ثقافة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَقِيلٌ.mp4,Diverse,ثَقِيلٌ,ثقيل,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَلاَّجَةٌ (إِشَارَة 1).mp4,Diverse,ثَلاَّجَةٌ,ثلاجة,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَلْجٌ (إِشَارَة 1).mp4,Diverse,ثَلْجٌ,ثلج,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَمَنٌ (إِشَارَة 1).mp4,Diverse,ثَمَنٌ,ثمن,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَوْبٌ (إِشَارَة 1).mp4,Diverse,ثَوْبٌ,ثوب,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَوْرٌ أَمْرِيكِيٌّ.mp4,Diverse,ثَوْرٌ أَمْرِيكِيٌّ,ثور أمريكي,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَوْرَةُ الْمَلِكِ وَالشَّعْبِ.mp4,Diverse,ثَوْرَةُ الْمَلِكِ وَالشَّعْبِ,ثورة الملك والشعب,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُرَيَّا.mp4,Diverse,ثُرَيَّا,ثريا,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُعْبَانٌ (إِشَارَة 1).mp4,Diverse,ثُعْبَانٌ,ثعبان,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُلُثٌ.mp4,Diverse,ثُلُثٌ,ثلث,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُمَّ (إِشَارَة 1).mp4,Diverse,ثُمَّ,ثم,1,4,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُمَّ (إِشَارَة 2).mp4,Diverse,ثُمَّ,ثم,2,4,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَاءَ (إِشَارَة 1).mp4,Diverse,جَاءَ,جاء,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَارٌ (إِشَارَة 1).mp4,Diverse,جَارٌ,جار,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَافٌّ (إِشَارَة 1).mp4,Diverse,جَافٌّ,جاف,1,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَاكِيت.mp4,Diverse,جَاكِيت,جاكيت,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَالَ (إِشَارَة 1).mp4,Diverse,جَالَ,جال,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَامِعَةٌ (إِشَارَة 1).mp4,Diverse,جَامِعَةٌ,جامعة,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَانِبٌ.mp4,Diverse,جَانِبٌ,جانب,,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَاهِلٌ.mp4,Diverse,جَاهِلٌ,جاهل,,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَائِزَةٌ.mp4,Diverse,جَائِزَةٌ,جائزة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَائِع (إِشَارَة 1).mp4,Diverse,جَائِع,جائع,1,6,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَبَلٌ.mp4,Diverse,جَبَلٌ,جبل,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَبْهَةٌ.mp4,Diverse,جَبْهَةٌ,جبهة,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدٌّ.mp4,Diverse,جَدٌّ,جد,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدَّةٌ.mp4,Diverse,جَدَّةٌ,جدة,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدِيدٌ (إِشَارَة 1).mp4,Diverse,جَدِيدٌ,جديد,1,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدِيدٌ (إِشَارَة 2).mp4,Diverse,جَدِيدٌ,جديد,2,1,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدْيٌّ.mp4,Diverse,جَدْيٌّ,جدي,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَذَّابٌ.mp4,Diverse,جَذَّابٌ,جذاب,,6,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَذْرُ الشَّجَرَةِ (إِشَارَة 1).mp4,Diverse,جَذْرُ الشَّجَرَةِ,جذر الشجرة,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَادٌ.mp4,Diverse,جَرَادٌ,جراد,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَسٌ مُضِيءٌ.mp4,Diverse,جَرَسٌ مُضِيءٌ,جرس مضيء,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَسٌ.mp4,Diverse,جَرَسٌ,جرس,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَى.mp4,Diverse,جَرَى,جرى,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَّ.mp4,Diverse,جَرَّ,جر,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَّارٌ.mp4,Diverse,جَرَّارٌ,جرار,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَّافَةٌ.mp4,Diverse,جَرَّافَةٌ,جرافة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرِيدَةٌ (إِشَارَة 1).mp4,Diverse,جَرِيدَةٌ,جريدة,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرِيدَةٌ (إِشَارَة 2).mp4,Diverse,جَرِيدَةٌ,جريدة,2,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَزَرٌ.mp4,Diverse,جَزَرٌ,جزر,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَزَّارٌ.mp4,Diverse,جَزَّارٌ,جزار,,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَزَّازَةُ الْعُشْبِ.mp4,Diverse,جَزَّازَةُ الْعُشْبِ,جزازة العشب,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَفَافٌ (إِشَارَة 1).mp4,Diverse,جَفَافٌ,جفاف,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَفَافٌ (إِشَارَة 2).mp4,Diverse,جَفَافٌ,جفاف,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَفْنٌ (إِشَارَة 1).mp4,Diverse,جَفْنٌ,جفن,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَلَسَ (إِشَارَة 1).mp4,Diverse,جَلَسَ,جلس,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَلَسَ (إِشَارَة 2).mp4,Diverse,جَلَسَ,جلس,2,1,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَلِيسَةُ أَطْفَال (إِشَارَة 1).mp4,Diverse,جَلِيسَةُ أَطْفَال,جليسة أطفال,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَارِكُ (إِشَارَة 1).mp4,Diverse,جَمَارِكُ,جمارك,1,3,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَارِكُ (إِشَارَة 2).mp4,Diverse,جَمَارِكُ,جمارك,2,5,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَاعَةٌ حَضَرِيَّةٌ (إِشَارَة 1).mp4,Diverse,جَمَاعَةٌ حَضَرِيَّةٌ,جماعة حضرية,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَاعَةٌ قَرَوِيَّةٌ (إِشَارَة 1).mp4,Diverse,جَمَاعَةٌ قَرَوِيَّةٌ,جماعة قروية,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَاعَةٌ قَرَوِيَّةٌ (إِشَارَة 2).mp4,Diverse,جَمَاعَةٌ قَرَوِيَّةٌ,جماعة قروية,2,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَعَ (إِشَارَة 1).mp4,Diverse,جَمَعَ,جمع,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَلٌ.mp4,Diverse,جَمَلٌ,جمل,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمِيلٌ (إِشَارَة 1).mp4,Diverse,جَمِيلٌ,جميل,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمِيلٌ (إِشَارَة 2).mp4,Diverse,جَمِيلٌ,جميل,2,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمْعِيَّةٌ.mp4,Diverse,جَمْعِيَّةٌ,جمعية,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمْعِيَّةُ آبَاءِ وَأَوْلِيَاءِ التَّلاَمِيذِ.mp4,Diverse,جَمْعِيَّةُ آبَاءِ وَأَوْلِيَاءِ التَّلاَمِيذِ,جمعية آباء وأولياء التلاميذ,,-1,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَنَاحُ طَائِرَةٍ.mp4,Diverse,جَنَاحُ طَائِرَةٍ,جناح طائرة,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَنَازَةٌ.mp4,Diverse,جَنَازَةٌ,جنازة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَنُوبٌ.mp4,Diverse,جَنُوبٌ,جنوب,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوٌّ.mp4,Diverse,جَوٌّ,جو,,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوَابٌ (إِشَارَة 1).mp4,Diverse,جَوَابٌ,جواب,1,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوَابٌ (إِشَارَة 2).mp4,Diverse,جَوَابٌ,جواب,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوَازُ سَفَرٍ.mp4,Diverse,جَوَازُ سَفَرٍ,جواز سفر,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوْزَةُ الهِنْد.mp4,Diverse,جَوْزَةُ الهِنْد,جوزة الهند,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَيِّدٌ.mp4,Diverse,جَيِّدٌ,جيد,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَيْبٌ.mp4,Diverse,جَيْبٌ,جيب,,2,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَيْشٌ.mp4,Diverse,جَيْشٌ,جيش,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُبْنٌ أَحْمَرُ.mp4,Diverse,جُبْنٌ أَحْمَرُ,جبن أحمر,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُبْنَةٌ.mp4,Diverse,جُبْنَةٌ,جبنة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُرْحٌ.mp4,Diverse,جُرْحٌ,جرح,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُغْرَافْيَا.mp4,Diverse,جُغْرَافْيَا,جغرافيا,,2,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُمْلَةٌ.mp4,Diverse,جُمْلَةٌ,جملة,,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِرَاحَةٌ (إِشَارَة 1).mp4,Diverse,جِرَاحَةٌ,جراحة,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِسْرٌ.mp4,Diverse,جِسْرٌ,جسر,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِسْمٌ.mp4,Diverse,جِسْمٌ,جسم,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِلْبَابٌ.mp4,Diverse,جِلْبَابٌ,جلباب,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِنْسٌ.mp4,Diverse,جِنْسٌ,جنس,,7,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِهَازُ عَرْضٍ.mp4,Diverse,جِهَازُ عَرْضٍ,جهاز عرض,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِيلُ الشَّعْرِ.mp4,Diverse,جِيلُ الشَّعْرِ,جيل الشعر,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِينْز (إِشَارَة 1).mp4,Diverse,جِينْز,جينز,1,3,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاجِبٌ.mp4,Diverse,حَاجِبٌ,حاجب,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاجِزٌ.mp4,Diverse,حَاجِزٌ,حاجز,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَادِثَةُ (سَيْرٍ).mp4,Diverse,حَادِثَةُ (سَيْرٍ),حادثة (سير),,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاذِقٌ.mp4,Diverse,حَاذِقٌ,حاذق,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَارٌّ.mp4,Diverse,حَارٌّ,حار,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَارِسٌ (إِشَارَة 1).mp4,Diverse,حَارِسٌ,حارس,1,0,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَارِسٌ شَخْصِي.mp4,Diverse,حَارِسٌ شَخْصِي,حارس شخصي,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَارِسُ المَرْمَى (إِشَارَة 1).mp4,Diverse,حَارِسُ المَرْمَى,حارس المرمى,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاسُوبٌ مَحْمُولٌ.mp4,Diverse,حَاسُوبٌ مَحْمُولٌ,حاسوب محمول,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاضِرٌ.mp4,Diverse,حَاضِرٌ,حاضر,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَافَظَ (عَلَى الشَّيْءِ).mp4,Diverse,حَافَظَ (عَلَى الشَّيْءِ),حافظ (على الشيء),,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَافِلَةٌ.mp4,Diverse,حَافِلَةٌ,حافلة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَامِلٌ.mp4,Diverse,حَامِلٌ,حامل,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَائِطٌ.mp4,Diverse,حَائِطٌ,حائط,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَبَّار.mp4,Diverse,حَبَّار,حبار,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَبُّ الشَّبَابِ (إِشَارَة 1).mp4,Diverse,حَبُّ الشَّبَابِ,حب الشباب,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَجَرٌ (إِشَارَة 1).mp4,Diverse,حَجَرٌ,حجر,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَدِيدٌ (إِشَارَة 1).mp4,Diverse,حَدِيدٌ,حديد,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَدِيقَةٌ (إِشَارَة 1).mp4,Diverse,حَدِيقَةٌ,حديقة,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَدِيقَةٌ (إِشَارَة 2).mp4,Diverse,حَدِيقَةٌ,حديقة,2,5,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَدِيقَةُ الحَيَوَانَاتِ (إِشَارَة 1).mp4,Diverse,حَدِيقَةُ الحَيَوَانَاتِ,حديقة الحيوانات,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَذِرٌ.mp4,Diverse,حَذِرٌ,حذر,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَرَارَةٌ.mp4,Diverse,حَرَارَةٌ,حرارة,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَرِيرَة.mp4,Diverse,حَرِيرَة,حريرة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَرِيقٌ.mp4,Diverse,حَرِيقٌ,حريق,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَزِينٌ (إِشَارَة 1).mp4,Diverse,حَزِينٌ,حزين,1,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَزِينٌ (إِشَارَة 2).mp4,Diverse,حَزِينٌ,حزين,2,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَشَرَةٌ.mp4,Diverse,حَشَرَةٌ,حشرة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَصَّالَةٌ.mp4,Diverse,حَصَّالَةٌ,حصالة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَفَّارَةٌ.mp4,Diverse,حَفَّارَةٌ,حفارة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَفَّاظَةٌ.mp4,Diverse,حَفَّاظَةٌ,حفاظة,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَفْلٌ (إِشَارَة 1).mp4,Diverse,حَفْلٌ,حفل,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَفْلٌ (إِشَارَة 2).mp4,Diverse,حَفْلٌ,حفل,2,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَق (إِشَارَة 1).mp4,Diverse,حَق,حق,1,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيبَةٌ.mp4,Diverse,حَقِيبَةٌ,حقيبة,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيبَةُ الجَيْبِ.mp4,Diverse,حَقِيبَةُ الجَيْبِ,حقيبة الجيب,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيبَةُ الظَّهْرِ.mp4,Diverse,حَقِيبَةُ الظَّهْرِ,حقيبة الظهر,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيبَةُ اليَدِ.mp4,Diverse,حَقِيبَةُ اليَدِ,حقيبة اليد,,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيرٌ.mp4,Diverse,حَقِيرٌ,حقير,,4,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَكَمُ مُبَارَاةٍ (إِشَارَة 1).mp4,Diverse,حَكَمُ مُبَارَاةٍ,حكم مباراة,1,6,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَكَى (إِشَارَة 1).mp4,Diverse,حَكَى,حكى,1,4,left,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَكِيمٌ.mp4,Diverse,حَكِيمٌ,حكيم,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَلَزُونٌ (إِشَارَة 1).mp4,Diverse,حَلَزُونٌ,حلزون,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَلَقَةُ أُذُنٍ.mp4,Diverse,حَلَقَةُ أُذُنٍ,حلقة أذن,,3,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَلِيبٌ.mp4,Diverse,حَلِيبٌ,حليب,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَلْوَى.mp4,Diverse,حَلْوَى,حلوى,,2,right,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَاسٌ (إِشَارَة 1).mp4,Diverse,حَمَاسٌ,حماس,1,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَامَةٌ.mp4,Diverse,حَمَامَةٌ,حمامة,,5,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَلٌ.mp4,Diverse,حَمَلٌ,حمل,,0,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَلَ.mp4,Diverse,حَمَلَ,حمل,,2,both,lexical
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَّامٌ.mp4,Diverse,حَمَّامٌ,حمام,,0,left,lexical
