relative_path,category,word_arabic,word_arabic_stripped,variant,split
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بِئْرٌ.mp4,Diverse,بِئْرٌ,بئر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بْرَايِل.mp4,Diverse,بْرَايِل,برايل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/بْلَاسْتِيك.mp4,Diverse,بْلَاسْتِيك,بلاستيك,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَاجٌ.mp4,Diverse,تَاجٌ,تاج,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَارِيخٌ.mp4,Diverse,تَارِيخٌ,تاريخ,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَاوْرِيرْت.mp4,Diverse,تَاوْرِيرْت,تاوريرت,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَأَسَّفَ.mp4,Diverse,تَأَسَّفَ,تأسف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَأَكَّدَ.mp4,Diverse,تَأَكَّدَ,تأكد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَأْشِيرَةٌ.mp4,Diverse,تَأْشِيرَةٌ,تأشيرة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَبادَلَ.mp4,Diverse,تَبادَلَ,تبادل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَبِعَ.mp4,Diverse,تَبِعَ,تبع,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَجْذِيفٌ.mp4,Diverse,تَجْذِيفٌ,تجذيف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَخَلَّى.mp4,Diverse,تَخَلَّى,تخلى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَخْدِيرٌ.mp4,Diverse,تَخْدِيرٌ,تخدير,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَخْطِيطُ الصَّدَى.mp4,Diverse,تَخْطِيطُ الصَّدَى,تخطيط الصدى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَخْفِيضٌ (إِشَارَة 1).mp4,Diverse,تَخْفِيضٌ,تخفيض,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَذَكَّرَ (إِشَارَة 1).mp4,Diverse,تَذَكَّرَ,تذكر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَرَكَ (اَلْمَكَانَ).mp4,Diverse,تَرَكَ (اَلْمَكَانَ),ترك (المكان),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَرْبِيَةٌ (إِشَارَة 1).mp4,Diverse,تَرْبِيَةٌ,تربية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَرْقِيَةٌ.mp4,Diverse,تَرْقِيَةٌ,ترقية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَسَلُّقُ الجِبَالِ.mp4,Diverse,تَسَلُّقُ الجِبَالِ,تسلق الجبال,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَسَوُّسُ الأَسْنَانِ (إِشَارَة 1).mp4,Diverse,تَسَوُّسُ الأَسْنَانِ,تسوس الأسنان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَشَاجَرَ (إِشَارَة 1).mp4,Diverse,تَشَاجَرَ,تشاجر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَشَنُّجٌ (إِشَارَة 1).mp4,Diverse,تَشَنُّجٌ,تشنج,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَشَهُّد.mp4,Diverse,تَشَهُّد,تشهد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَشْجِيعٌ.mp4,Diverse,تَشْجِيعٌ,تشجيع,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَعَادَلَ.mp4,Diverse,تَعَادَلَ,تعادل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَعْبِيرٌ شَفَوِي (إِشَارَة 1).mp4,Diverse,تَعْبِيرٌ شَفَوِي,تعبير شفوي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَعْبِيرٌ كِتَابِي (إِشَارَة 1).mp4,Diverse,تَعْبِيرٌ كِتَابِي,تعبير كتابي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَعْبِيرُ الوَجْهِ.mp4,Diverse,تَعْبِيرُ الوَجْهِ,تعبير الوجه,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَعْلِيمٌ (إِشَارَة 1).mp4,Diverse,تَعْلِيمٌ,تعليم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَفَاهَمَ.mp4,Diverse,تَفَاهَمَ,تفاهم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَقَاعُد (إِشَارَة 1).mp4,Diverse,تَقَاعُد,تقاعد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَقَدَّمَ.mp4,Diverse,تَقَدَّمَ,تقدم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَقَيَّأَ.mp4,Diverse,تَقَيَّأَ,تقيأ,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَقْرِيبًا.mp4,Diverse,تَقْرِيبًا,تقريبا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَكَلَّمَ.mp4,Diverse,تَكَلَّمَ,تكلم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَكْوِينٌ.mp4,Diverse,تَكْوِينٌ,تكوين,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَلٌّ.mp4,Diverse,تَلٌّ,تل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَلْخِيصٌ (إِشَارَة 1).mp4,Diverse,تَلْخِيصٌ,تلخيص,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَلْقِيحٌ.mp4,Diverse,تَلْقِيحٌ,تلقيح,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَمْرِينٌ (إِشَارَة 1).mp4,Diverse,تَمْرِينٌ,تمرين,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَنُّورَة (إِشَارَة 1).mp4,Diverse,تَنُّورَة,تنورة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَنْظِيفُ (الْبَيْتِ).mp4,Diverse,تَنْظِيفُ (الْبَيْتِ),تنظيف (البيت),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوَابِل.mp4,Diverse,تَوَابِل,توابل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوَحُّد (إِشَارَة 1).mp4,Diverse,تَوَحُّد,توحد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوَسَّطَ (إِشَارَة 1).mp4,Diverse,تَوَسَّطَ,توسط,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوْأَمٌ (إِشَارَة 1).mp4,Diverse,تَوْأَمٌ,توأم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تَوْقِيعٌ.mp4,Diverse,تَوْقِيعٌ,توقيع,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُرَابٌ.mp4,Diverse,تُرَابٌ,تراب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُرْكْيَا.mp4,Diverse,تُرْكْيَا,تركيا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُفَّاحَةٌ.mp4,Diverse,تُفَّاحَةٌ,تفاحة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُونُسُ.mp4,Diverse,تُونُسُ,تونس,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تُوُفِّيَ (إِشَارَة 1).mp4,Diverse,تُوُفِّيَ,توفي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِطْوَان.mp4,Diverse,تِطْوَان,تطوان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِلْفَازٌ.mp4,Diverse,تِلْفَازٌ,تلفاز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِلْفَازُ بْلَازْمَا.mp4,Diverse,تِلْفَازُ بْلَازْمَا,تلفاز بلازما,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِلْمِيذٌ (إِشَارَة 1).mp4,Diverse,تِلْمِيذٌ,تلميذ,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/تِمْسَاحٌ.mp4,Diverse,تِمْسَاحٌ,تمساح,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ث (إِشَارَة 1).mp4,Diverse,ث,ث,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَانٍ.mp4,Diverse,ثَانٍ,ثان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَرْثَارٌ.mp4,Diverse,ثَرْثَارٌ,ثرثار,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَعْلَبٌ (إِشَارَة 1).mp4,Diverse,ثَعْلَبٌ,ثعلب,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَقَافَةٌ.mp4,Diverse,ثَقَافَةٌ,ثقافة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَقِيلٌ.mp4,Diverse,ثَقِيلٌ,ثقيل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَلاَّجَةٌ (إِشَارَة 1).mp4,Diverse,ثَلاَّجَةٌ,ثلاجة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَلْجٌ (إِشَارَة 1).mp4,Diverse,ثَلْجٌ,ثلج,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَمَنٌ (إِشَارَة 1).mp4,Diverse,ثَمَنٌ,ثمن,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَوْبٌ (إِشَارَة 1).mp4,Diverse,ثَوْبٌ,ثوب,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَوْرٌ أَمْرِيكِيٌّ.mp4,Diverse,ثَوْرٌ أَمْرِيكِيٌّ,ثور أمريكي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثَوْرَةُ الْمَلِكِ وَالشَّعْبِ.mp4,Diverse,ثَوْرَةُ الْمَلِكِ وَالشَّعْبِ,ثورة الملك والشعب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُرَيَّا.mp4,Diverse,ثُرَيَّا,ثريا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُعْبَانٌ (إِشَارَة 1).mp4,Diverse,ثُعْبَانٌ,ثعبان,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُلُثٌ.mp4,Diverse,ثُلُثٌ,ثلث,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ثُمَّ (إِشَارَة 1).mp4,Diverse,ثُمَّ,ثم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَاءَ (إِشَارَة 1).mp4,Diverse,جَاءَ,جاء,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَارٌ (إِشَارَة 1).mp4,Diverse,جَارٌ,جار,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَافٌّ (إِشَارَة 1).mp4,Diverse,جَافٌّ,جاف,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَاكِيت.mp4,Diverse,جَاكِيت,جاكيت,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَالَ (إِشَارَة 1).mp4,Diverse,جَالَ,جال,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَامِعَةٌ (إِشَارَة 1).mp4,Diverse,جَامِعَةٌ,جامعة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَانِبٌ.mp4,Diverse,جَانِبٌ,جانب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَاهِلٌ.mp4,Diverse,جَاهِلٌ,جاهل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَائِزَةٌ.mp4,Diverse,جَائِزَةٌ,جائزة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَائِع (إِشَارَة 1).mp4,Diverse,جَائِع,جائع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَبَلٌ.mp4,Diverse,جَبَلٌ,جبل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَبْهَةٌ.mp4,Diverse,جَبْهَةٌ,جبهة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدٌّ.mp4,Diverse,جَدٌّ,جد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدَّةٌ.mp4,Diverse,جَدَّةٌ,جدة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدِيدٌ (إِشَارَة 1).mp4,Diverse,جَدِيدٌ,جديد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَدْيٌّ.mp4,Diverse,جَدْيٌّ,جدي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَذَّابٌ.mp4,Diverse,جَذَّابٌ,جذاب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَذْرُ الشَّجَرَةِ (إِشَارَة 1).mp4,Diverse,جَذْرُ الشَّجَرَةِ,جذر الشجرة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَادٌ.mp4,Diverse,جَرَادٌ,جراد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَسٌ مُضِيءٌ.mp4,Diverse,جَرَسٌ مُضِيءٌ,جرس مضيء,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَسٌ.mp4,Diverse,جَرَسٌ,جرس,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَى.mp4,Diverse,جَرَى,جرى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَّ.mp4,Diverse,جَرَّ,جر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَّارٌ.mp4,Diverse,جَرَّارٌ,جرار,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرَّافَةٌ.mp4,Diverse,جَرَّافَةٌ,جرافة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَرِيدَةٌ (إِشَارَة 1).mp4,Diverse,جَرِيدَةٌ,جريدة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَزَرٌ.mp4,Diverse,جَزَرٌ,جزر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَزَّارٌ.mp4,Diverse,جَزَّارٌ,جزار,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَزَّازَةُ الْعُشْبِ.mp4,Diverse,جَزَّازَةُ الْعُشْبِ,جزازة العشب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَفَافٌ (إِشَارَة 1).mp4,Diverse,جَفَافٌ,جفاف,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَفْنٌ (إِشَارَة 1).mp4,Diverse,جَفْنٌ,جفن,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَلَسَ (إِشَارَة 1).mp4,Diverse,جَلَسَ,جلس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَلِيسَةُ أَطْفَال (إِشَارَة 1).mp4,Diverse,جَلِيسَةُ أَطْفَال,جليسة أطفال,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَارِكُ (إِشَارَة 1).mp4,Diverse,جَمَارِكُ,جمارك,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَاعَةٌ حَضَرِيَّةٌ (إِشَارَة 1).mp4,Diverse,جَمَاعَةٌ حَضَرِيَّةٌ,جماعة حضرية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَاعَةٌ قَرَوِيَّةٌ (إِشَارَة 1).mp4,Diverse,جَمَاعَةٌ قَرَوِيَّةٌ,جماعة قروية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَعَ (إِشَارَة 1).mp4,Diverse,جَمَعَ,جمع,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمَلٌ.mp4,Diverse,جَمَلٌ,جمل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمِيلٌ (إِشَارَة 1).mp4,Diverse,جَمِيلٌ,جميل,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمْعِيَّةٌ.mp4,Diverse,جَمْعِيَّةٌ,جمعية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَمْعِيَّةُ آبَاءِ وَأَوْلِيَاءِ التَّلاَمِيذِ.mp4,Diverse,جَمْعِيَّةُ آبَاءِ وَأَوْلِيَاءِ التَّلاَمِيذِ,جمعية آباء وأولياء التلاميذ,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَنَاحُ طَائِرَةٍ.mp4,Diverse,جَنَاحُ طَائِرَةٍ,جناح طائرة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَنَازَةٌ.mp4,Diverse,جَنَازَةٌ,جنازة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَنُوبٌ.mp4,Diverse,جَنُوبٌ,جنوب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوٌّ.mp4,Diverse,جَوٌّ,جو,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوَابٌ (إِشَارَة 1).mp4,Diverse,جَوَابٌ,جواب,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوَازُ سَفَرٍ.mp4,Diverse,جَوَازُ سَفَرٍ,جواز سفر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَوْزَةُ الهِنْد.mp4,Diverse,جَوْزَةُ الهِنْد,جوزة الهند,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَيِّدٌ.mp4,Diverse,جَيِّدٌ,جيد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَيْبٌ.mp4,Diverse,جَيْبٌ,جيب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جَيْشٌ.mp4,Diverse,جَيْشٌ,جيش,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُبْنٌ أَحْمَرُ.mp4,Diverse,جُبْنٌ أَحْمَرُ,جبن أحمر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُبْنَةٌ.mp4,Diverse,جُبْنَةٌ,جبنة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُرْحٌ.mp4,Diverse,جُرْحٌ,جرح,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُغْرَافْيَا.mp4,Diverse,جُغْرَافْيَا,جغرافيا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جُمْلَةٌ.mp4,Diverse,جُمْلَةٌ,جملة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِرَاحَةٌ (إِشَارَة 1).mp4,Diverse,جِرَاحَةٌ,جراحة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِسْرٌ.mp4,Diverse,جِسْرٌ,جسر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِسْمٌ.mp4,Diverse,جِسْمٌ,جسم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِلْبَابٌ.mp4,Diverse,جِلْبَابٌ,جلباب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِنْسٌ.mp4,Diverse,جِنْسٌ,جنس,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِهَازُ عَرْضٍ.mp4,Diverse,جِهَازُ عَرْضٍ,جهاز عرض,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِيلُ الشَّعْرِ.mp4,Diverse,جِيلُ الشَّعْرِ,جيل الشعر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/جِينْز (إِشَارَة 1).mp4,Diverse,جِينْز,جينز,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاجِبٌ.mp4,Diverse,حَاجِبٌ,حاجب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاجِزٌ.mp4,Diverse,حَاجِزٌ,حاجز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَادِثَةُ (سَيْرٍ).mp4,Diverse,حَادِثَةُ (سَيْرٍ),حادثة (سير),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاذِقٌ.mp4,Diverse,حَاذِقٌ,حاذق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَارٌّ.mp4,Diverse,حَارٌّ,حار,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَارِسٌ (إِشَارَة 1).mp4,Diverse,حَارِسٌ,حارس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَارِسٌ شَخْصِي.mp4,Diverse,حَارِسٌ شَخْصِي,حارس شخصي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَارِسُ المَرْمَى (إِشَارَة 1).mp4,Diverse,حَارِسُ المَرْمَى,حارس المرمى,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاسُوبٌ مَحْمُولٌ.mp4,Diverse,حَاسُوبٌ مَحْمُولٌ,حاسوب محمول,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَاضِرٌ.mp4,Diverse,حَاضِرٌ,حاضر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَافَظَ (عَلَى الشَّيْءِ).mp4,Diverse,حَافَظَ (عَلَى الشَّيْءِ),حافظ (على الشيء),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَافِلَةٌ.mp4,Diverse,حَافِلَةٌ,حافلة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَامِلٌ.mp4,Diverse,حَامِلٌ,حامل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَائِطٌ.mp4,Diverse,حَائِطٌ,حائط,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَبَّار.mp4,Diverse,حَبَّار,حبار,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَبُّ الشَّبَابِ (إِشَارَة 1).mp4,Diverse,حَبُّ الشَّبَابِ,حب الشباب,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَجَرٌ (إِشَارَة 1).mp4,Diverse,حَجَرٌ,حجر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَدِيدٌ (إِشَارَة 1).mp4,Diverse,حَدِيدٌ,حديد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَدِيقَةٌ (إِشَارَة 1).mp4,Diverse,حَدِيقَةٌ,حديقة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَدِيقَةُ الحَيَوَانَاتِ (إِشَارَة 1).mp4,Diverse,حَدِيقَةُ الحَيَوَانَاتِ,حديقة الحيوانات,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَذِرٌ.mp4,Diverse,حَذِرٌ,حذر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَرَارَةٌ.mp4,Diverse,حَرَارَةٌ,حرارة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَرِيرَة.mp4,Diverse,حَرِيرَة,حريرة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَرِيقٌ.mp4,Diverse,حَرِيقٌ,حريق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَزِينٌ (إِشَارَة 1).mp4,Diverse,حَزِينٌ,حزين,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَشَرَةٌ.mp4,Diverse,حَشَرَةٌ,حشرة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَصَّالَةٌ.mp4,Diverse,حَصَّالَةٌ,حصالة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَفَّارَةٌ.mp4,Diverse,حَفَّارَةٌ,حفارة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَفَّاظَةٌ.mp4,Diverse,حَفَّاظَةٌ,حفاظة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَفْلٌ (إِشَارَة 1).mp4,Diverse,حَفْلٌ,حفل,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَق (إِشَارَة 1).mp4,Diverse,حَق,حق,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيبَةٌ.mp4,Diverse,حَقِيبَةٌ,حقيبة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيبَةُ الجَيْبِ.mp4,Diverse,حَقِيبَةُ الجَيْبِ,حقيبة الجيب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيبَةُ الظَّهْرِ.mp4,Diverse,حَقِيبَةُ الظَّهْرِ,حقيبة الظهر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيبَةُ اليَدِ.mp4,Diverse,حَقِيبَةُ اليَدِ,حقيبة اليد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَقِيرٌ.mp4,Diverse,حَقِيرٌ,حقير,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَكَمُ مُبَارَاةٍ (إِشَارَة 1).mp4,Diverse,حَكَمُ مُبَارَاةٍ,حكم مباراة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَكَى (إِشَارَة 1).mp4,Diverse,حَكَى,حكى,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَكِيمٌ.mp4,Diverse,حَكِيمٌ,حكيم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَلَزُونٌ (إِشَارَة 1).mp4,Diverse,حَلَزُونٌ,حلزون,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَلَقَةُ أُذُنٍ.mp4,Diverse,حَلَقَةُ أُذُنٍ,حلقة أذن,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَلِيبٌ.mp4,Diverse,حَلِيبٌ,حليب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَلْوَى.mp4,Diverse,حَلْوَى,حلوى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَاسٌ (إِشَارَة 1).mp4,Diverse,حَمَاسٌ,حماس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَامَةٌ.mp4,Diverse,حَمَامَةٌ,حمامة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَلٌ.mp4,Diverse,حَمَلٌ,حمل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَلَ.mp4,Diverse,حَمَلَ,حمل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَمَّامٌ.mp4,Diverse,حَمَّامٌ,حمام,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/حَنْجَرَةٌ مُلْتَهِبَةٌ.mp4,Diverse,حَنْجَرَةٌ مُلْتَهِبَةٌ,حنجرة ملتهبة,,train
